Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country
541421,85169C,EAU DE NIL LOVE BIRD CANDLE,1,17/01/2011 17:44,0.83,,United Kingdom
569137,22386,JUMBO BAG PINK POLKADOT,7,30/09/2011 14:45,4.13,,United Kingdom
539181,21155,RED RETROSPOT PEG BAG,2,16/12/2010 11:51,2.1,12748.0,United Kingdom
541421,84569D,PACK 6 HEART/ICE-CREAM PATCHES,2,17/01/2011 17:44,0.83,,United Kingdom
560772,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,20/07/2011 16:12,1.63,,United Kingdom
545464,48184,DOORMAT ENGLISH ROSE ,1,03/03/2011 09:10,15.79,,United Kingdom
576339,21935,SUKI  SHOULDER BAG,1,14/11/2011 15:27,1.63,14096.0,United Kingdom
571965,21243,PINK  POLKADOT PLATE ,4,20/10/2011 10:41,1.69,17238.0,United Kingdom
563714,C2,CARRIAGE,1,18/08/2011 15:51,50.0,14565.0,United Kingdom
574090,23351,ROLL WRAP 50'S CHRISTMAS,12,03/11/2011 09:17,1.25,17442.0,United Kingdom
554348,22852,DOG BOWL VINTAGE CREAM,4,24/05/2011 08:49,4.25,13523.0,United Kingdom
558057,20725,LUNCH BAG RED RETROSPOT,20,24/06/2011 14:57,1.65,15665.0,United Kingdom
556237,21166,COOK WITH WINE METAL SIGN ,2,09/06/2011 15:34,4.13,,United Kingdom
551812,22088,PAPER BUNTING COLOURED LACE,6,04/05/2011 11:39,2.95,15527.0,United Kingdom
556778,21716,BOYS VINTAGE TIN SEASIDE BUCKET,4,14/06/2011 12:41,2.55,16712.0,United Kingdom
575767,23348,CHILDRENS TOY COOKING UTENSIL SET,3,11/11/2011 11:11,2.08,17348.0,United Kingdom
572183,22592,CARDHOLDER HOLLY WREATH METAL,4,21/10/2011 10:50,3.75,16153.0,United Kingdom
539461,21034,REX CASH+CARRY JUMBO SHOPPER,3,19/12/2010 10:21,0.95,17243.0,United Kingdom
C555253,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,01/06/2011 15:14,2.95,17820.0,United Kingdom
557949,22440,BALLOON WATER BOMB PACK OF 35,20,23/06/2011 17:20,0.42,15530.0,United Kingdom
536592,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,01/12/2010 17:06,2.51,,United Kingdom
565378,21479,WHITE SKULL HOT WATER BOTTLE ,3,02/09/2011 15:16,8.29,,United Kingdom
569726,22568,FELTCRAFT CUSHION OWL,4,06/10/2011 09:36,3.75,17419.0,United Kingdom
560782,23122,PARTY CHARMS 50 PIECES,12,21/07/2011 10:10,0.83,14769.0,United Kingdom
C552237,22380,TOY TIDY SPACEBOY  ,-1,06/05/2011 16:44,2.1,14056.0,United Kingdom
556465,23266,SET OF 3 WOODEN STOCKING DECORATION,1,12/06/2011 11:04,1.25,14984.0,United Kingdom
561217,82613D,METAL SIGN CUPCAKE SINGLE HOOK,1,25/07/2011 17:09,2.46,,United Kingdom
559063,22436,12 COLOURED PARTY BALLOONS,10,06/07/2011 10:10,0.65,17220.0,United Kingdom
580610,22371,AIRLINE BAG VINTAGE TOKYO 78,1,05/12/2011 11:48,4.13,,United Kingdom
573585,23345, DOLLY GIRL BEAKER,4,31/10/2011 14:41,2.46,,United Kingdom
549275,20936,FORKED CACTUS CANDLE,6,07/04/2011 13:09,2.95,15916.0,United Kingdom
559693,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,11/07/2011 16:21,2.46,,United Kingdom
559799,20718,RED RETROSPOT SHOPPER BAG,1,12/07/2011 13:46,3.29,,United Kingdom
570209,22274,FELTCRAFT DOLL EMILY,1,09/10/2011 10:29,2.95,16326.0,United Kingdom
552444,82600,NO SINGING METAL SIGN,2,09/05/2011 13:10,2.1,17634.0,United Kingdom
539595,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,20/12/2010 13:43,7.62,,United Kingdom
581498,22553,PLASTERS IN TIN SKULLS,1,09/12/2011 10:26,3.29,,United Kingdom
549548,48138,DOORMAT UNION FLAG,1,10/04/2011 11:35,7.95,13548.0,United Kingdom
541789,22325,MOBILE VINTAGE HEARTS ,3,21/01/2011 13:07,4.25,14088.0,United Kingdom
550994,20726,LUNCH BAG WOODLAND,3,21/04/2011 19:55,1.65,14562.0,United Kingdom
567156,23412,HEART MIRROR ANTIQUE WHITE,1,16/09/2011 17:05,7.5,14462.0,United Kingdom
543467,22776,SWEETHEART CAKESTAND 3 TIER,1,08/02/2011 14:35,19.96,,United Kingdom
568668,23267,SET OF 4 SANTA PLACE SETTINGS,4,28/09/2011 13:00,1.25,15750.0,United Kingdom
581476,22467,GUMBALL COAT RACK,6,09/12/2011 08:48,2.55,12433.0,Norway
575875,84880,WHITE WIRE EGG HOLDER,1,11/11/2011 13:06,15.79,,United Kingdom
542634,22966,GINGERBREAD MAN COOKIE CUTTER,12,31/01/2011 10:42,1.25,15448.0,United Kingdom
574686,22436,12 COLOURED PARTY BALLOONS,5,06/11/2011 13:00,0.65,17608.0,United Kingdom
561636,22382,LUNCH BAG SPACEBOY DESIGN ,20,28/07/2011 14:36,1.65,12910.0,United Kingdom
546660,22925,BLUE GIANT GARDEN THERMOMETER,2,15/03/2011 14:32,5.95,14156.0,EIRE
570189,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,07/10/2011 15:15,2.95,12492.0,Germany
581492,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,09/12/2011 10:03,0.83,,United Kingdom
540472,84988,SET OF 72 PINK HEART PAPER DOILIES,12,07/01/2011 14:22,1.45,18179.0,United Kingdom
552852,22515,CHILDS GARDEN SPADE PINK,3,11/05/2011 15:08,2.1,16712.0,United Kingdom
545215,22996,TRAVEL CARD WALLET VINTAGE TICKET,5,28/02/2011 16:47,0.83,,United Kingdom
545685,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,06/03/2011 11:55,0.21,14499.0,United Kingdom
563686,23209,LUNCH BAG VINTAGE DOILY ,40,18/08/2011 12:30,1.65,13098.0,United Kingdom
539659,22679,FRENCH BLUE METAL DOOR SIGN 4,20,21/12/2010 09:47,1.25,15034.0,United Kingdom
557897,22348,TEA BAG PLATE RED RETROSPOT,24,23/06/2011 14:25,0.85,13881.0,United Kingdom
559923,21723,ALPHABET HEARTS STICKER SHEET,1,13/07/2011 16:07,0.79,,United Kingdom
579792,22752,SET 7 BABUSHKA NESTING BOXES,8,30/11/2011 15:43,8.5,12714.0,France
578054,C2,CARRIAGE,1,22/11/2011 14:59,50.0,14911.0,EIRE
541990,22258,FELT FARM ANIMAL RABBIT,12,25/01/2011 09:01,1.25,13901.0,United Kingdom
580667,22697,GREEN REGENCY TEACUP AND SAUCER,1,05/12/2011 14:19,2.95,15031.0,United Kingdom
548621,20961,STRAWBERRY BATH SPONGE ,2,01/04/2011 11:54,1.25,16960.0,United Kingdom
550838,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2,21/04/2011 11:31,2.1,14577.0,United Kingdom
578362,22186,RED STAR CARD HOLDER,24,24/11/2011 10:39,1.95,12913.0,United Kingdom
546236,20654,FIRST CLASS LUGGAGE TAG ,12,10/03/2011 12:48,1.25,12370.0,Cyprus
579182,84879,ASSORTED COLOUR BIRD ORNAMENT,8,28/11/2011 15:15,1.69,15601.0,United Kingdom
553549,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,6,17/05/2011 16:09,1.63,,United Kingdom
551058,22321,BIRD DECORATION RED RETROSPOT,1,26/04/2011 12:07,0.85,14606.0,United Kingdom
572553,23242,TREASURE TIN BUFFALO BILL ,1,24/10/2011 17:09,4.13,,United Kingdom
574852,23173,REGENCY TEAPOT ROSES ,1,07/11/2011 12:04,9.95,15493.0,United Kingdom
C560860,22847,BREAD BIN DINER STYLE IVORY,-1,21/07/2011 13:30,16.95,13668.0,United Kingdom
558813,23125,6PC WOOD PLATE SET DISPOSABLE,12,04/07/2011 11:42,1.25,12682.0,France
576688,21257,VICTORIAN SEWING BOX MEDIUM,2,16/11/2011 12:16,7.95,16717.0,United Kingdom
549845,23000,TRAVEL CARD WALLET TRANSPORT,11,12/04/2011 14:22,0.42,16729.0,United Kingdom
573999,21824,PAINTED METAL STAR WITH HOLLY BELLS,48,02/11/2011 11:43,0.39,12779.0,Poland
581134,23251,VINTAGE RED ENAMEL TRIM MUG ,1,07/12/2011 13:12,1.25,16368.0,United Kingdom
547060,21208,PASTEL COLOUR HONEYCOMB FAN,3,20/03/2011 12:57,1.65,17954.0,United Kingdom
545158,22656,VINTAGE BLUE KITCHEN CABINET,1,28/02/2011 13:28,125.0,15874.0,United Kingdom
552039,22617,BAKING SET SPACEBOY DESIGN,3,06/05/2011 08:10,4.95,13081.0,United Kingdom
563358,82482,WOODEN PICTURE FRAME WHITE FINISH,6,15/08/2011 14:51,2.55,17858.0,United Kingdom
547248,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,22/03/2011 09:23,0.83,,United Kingdom
565067,16046,TEATIME PEN CASE & PENS,6,31/08/2011 17:16,0.85,15856.0,United Kingdom
547846,22699,ROSES REGENCY TEACUP AND SAUCER ,6,27/03/2011 11:59,2.95,18071.0,United Kingdom
578811,23388,WOODLAND MINI BACKPACK,4,25/11/2011 13:28,4.15,12438.0,Norway
571054,85032C,CURIOUS IMAGES GIFT WRAP SET,1,13/10/2011 13:58,0.65,14234.0,United Kingdom
542123,84978,HANGING HEART JAR T-LIGHT HOLDER,12,25/01/2011 14:44,1.25,14299.0,United Kingdom
536635,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,02/12/2010 11:22,1.65,15955.0,United Kingdom
541088,21499,BLUE POLKADOT WRAP,50,13/01/2011 12:41,0.42,15513.0,United Kingdom
580523,23500,KEY RING BASEBALL BOOT ASSORTED ,20,04/12/2011 15:00,1.25,17827.0,United Kingdom
578843,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,25/11/2011 16:13,0.42,17813.0,United Kingdom
581219,22091,EMPIRE TISSUE BOX,2,08/12/2011 09:28,2.46,,United Kingdom
537859,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,08/12/2010 16:11,3.75,14030.0,United Kingdom
548714,22138,BAKING SET 9 PIECE RETROSPOT ,1,03/04/2011 15:07,4.95,17337.0,United Kingdom
538053,79190D,RETRO PLASTIC DAISY TRAY,15,09/12/2010 13:34,0.42,15856.0,United Kingdom
557762,21094,SET/6 RED SPOTTY PAPER PLATES,12,22/06/2011 14:01,0.85,15810.0,United Kingdom
573576,21936,RED RETROSPOT PICNIC BAG,3,31/10/2011 14:09,5.79,14096.0,United Kingdom
566976,22960,JAM MAKING SET WITH JARS,6,16/09/2011 09:27,4.25,15382.0,United Kingdom
567484,23356,LOVE HOT WATER BOTTLE,3,20/09/2011 13:52,5.95,17340.0,United Kingdom
560937,21224,SET/4 SKULL BADGES,1,22/07/2011 10:52,1.25,17920.0,United Kingdom
577058,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,17/11/2011 14:29,1.65,18122.0,United Kingdom
537224,21688,SILVER PLATE CANDLE BOWL SMALL,6,05/12/2010 16:24,2.95,13174.0,United Kingdom
568530,21169,YOU'RE CONFUSING ME METAL SIGN ,12,27/09/2011 13:42,1.69,17591.0,United Kingdom
571289,21915,RED  HARMONICA IN BOX ,12,16/10/2011 15:27,1.25,15113.0,United Kingdom
C543992,POST,POSTAGE,-1,15/02/2011 10:29,18.0,12583.0,France
576657,23681,LUNCH BAG RED VINTAGE DOILY,10,16/11/2011 11:03,1.65,12720.0,Germany
561218,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,25/07/2011 17:11,3.73,,United Kingdom
546984,22555,PLASTERS IN TIN STRONGMAN,1,18/03/2011 12:35,1.65,15019.0,United Kingdom
538419,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,12/12/2010 12:01,1.45,16367.0,United Kingdom
536592,79321,CHILLI LIGHTS,2,01/12/2010 17:06,10.17,,United Kingdom
567304,22470,HEART OF WICKER LARGE,2,19/09/2011 13:27,2.95,14704.0,United Kingdom
548162,20723,STRAWBERRY CHARLOTTE BAG,57,29/03/2011 13:42,2.46,,United Kingdom
544294,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,17/02/2011 12:42,1.25,15601.0,United Kingdom
538093,22551,PLASTERS IN TIN SPACEBOY,12,09/12/2010 14:49,1.65,12682.0,France
540015,22704,WRAP RED APPLES ,25,04/01/2011 11:40,0.42,13319.0,United Kingdom
568660,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,28/09/2011 12:33,0.85,15134.0,United Kingdom
548522,22212,FOUR HOOK  WHITE LOVEBIRDS,1,31/03/2011 16:43,4.13,,United Kingdom
555736,22740,POLKADOT PEN,48,07/06/2011 09:13,0.85,17730.0,United Kingdom
576361,23330,DECORATIVE WICKER HEART MEDIUM,6,14/11/2011 17:10,1.25,14910.0,United Kingdom
559693,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1,11/07/2011 16:21,0.83,,United Kingdom
536368,22960,JAM MAKING SET WITH JARS,6,01/12/2010 08:34,4.25,13047.0,United Kingdom
556932,21356,TOAST ITS - FAIRY FLOWER,1,15/06/2011 15:41,2.46,,United Kingdom
580553,21243,PINK POLKADOT PLATE ,16,05/12/2011 10:14,1.69,12646.0,USA
570210,23420,PANTRY HOOK TEA STRAINER ,1,09/10/2011 10:48,2.08,13259.0,United Kingdom
566018,23209,LUNCH BAG VINTAGE DOILY ,4,08/09/2011 12:42,1.65,13137.0,United Kingdom
536464,22866,HAND WARMER SCOTTY DOG DESIGN,1,01/12/2010 12:23,2.1,17968.0,United Kingdom
557632,23202,JUMBO BAG VINTAGE LEAF,10,21/06/2011 15:07,2.08,17420.0,United Kingdom
558089,20719,WOODLAND CHARLOTTE BAG,10,26/06/2011 12:36,0.85,13505.0,Switzerland
580098,23108,SET OF 10 LED DOLLY LIGHTS,2,01/12/2011 15:05,6.25,15373.0,United Kingdom
577358,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,18/11/2011 15:59,1.63,,United Kingdom
577855,23198,PANTRY MAGNETIC  SHOPPING LIST,1,22/11/2011 11:18,1.45,15877.0,United Kingdom
562893,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,10/08/2011 12:25,1.65,17442.0,United Kingdom
578057,22629,SPACEBOY LUNCH BOX ,1,22/11/2011 15:05,1.95,12920.0,United Kingdom
579187,23266,SET OF 3 WOODEN STOCKING DECORATION,2,28/11/2011 15:31,2.46,,United Kingdom
541421,90175B,PINK GLASS CHUNKY CHARM BRACELET,1,17/01/2011 17:44,9.15,,United Kingdom
570388,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,10/10/2011 12:37,1.65,14911.0,EIRE
579196,22664,TOY TIDY DOLLY GIRL DESIGN,1,28/11/2011 15:54,4.13,14096.0,United Kingdom
576019,22029,SPACEBOY BIRTHDAY CARD,12,13/11/2011 14:31,0.42,12865.0,Austria
575930,22809,SET OF 6 T-LIGHTS SANTA,1,11/11/2011 17:58,5.79,,United Kingdom
565803,22380,TOY TIDY SPACEBOY  ,5,07/09/2011 10:38,2.1,17735.0,United Kingdom
565401,22080,RIBBON REEL POLKADOTS ,5,02/09/2011 17:38,1.65,16686.0,United Kingdom
560584,82552,WASHROOM METAL SIGN,1,19/07/2011 15:38,1.45,13827.0,United Kingdom
559693,22109,FULL ENGLISH BREAKFAST PLATE,1,11/07/2011 16:21,7.46,,United Kingdom
544681,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,22/02/2011 16:28,3.29,,United Kingdom
543345,35818P,"ACRYLIC JEWEL ICICLE, PINK",1,07/02/2011 12:29,3.29,,United Kingdom
577049,85049E,SCANDINAVIAN REDS RIBBONS,2,17/11/2011 13:58,1.25,17397.0,United Kingdom
545978,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,08/03/2011 12:19,3.95,13975.0,United Kingdom
575178,21035,SET/2 RED RETROSPOT TEA TOWELS ,100,09/11/2011 08:11,2.75,13798.0,United Kingdom
543451,84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,1,08/02/2011 12:13,0.79,,United Kingdom
C541863,21936,RED RETROSPOT PICNIC BAG,-1,23/01/2011 16:08,2.55,13798.0,United Kingdom
580119,23582,VINTAGE DOILY JUMBO BAG RED ,1,01/12/2011 16:37,2.08,17920.0,United Kingdom
538508,21843,RED RETROSPOT CAKE STAND,2,12/12/2010 13:32,10.95,15998.0,United Kingdom
556469,22356,CHARLOTTE BAG PINK POLKADOT,50,12/06/2011 11:37,0.85,12516.0,Germany
551085,20979,36 PENCILS TUBE RED RETROSPOT,16,26/04/2011 12:29,1.25,14854.0,United Kingdom
547850,22296,HEART IVORY TRELLIS LARGE,3,27/03/2011 12:06,1.65,14472.0,United Kingdom
577506,23284,DOORMAT KEEP CALM AND COME IN,1,20/11/2011 12:40,8.25,13212.0,United Kingdom
574959,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,08/11/2011 10:09,2.89,17886.0,United Kingdom
543909,21914,BLUE HARMONICA IN BOX ,1,14/02/2011 12:32,2.46,,United Kingdom
543530,21982,PACK OF 12 SUKI TISSUES ,1,09/02/2011 12:46,0.83,,United Kingdom
573413,23084,RABBIT NIGHT LIGHT,2,30/10/2011 16:12,2.08,15444.0,United Kingdom
580727,72812,LARGE ZINC GLASS CANDLEHOLDER,1,05/12/2011 17:17,4.13,14096.0,United Kingdom
549548,22521,CHILDS GARDEN TROWEL PINK,1,10/04/2011 11:35,0.85,13548.0,United Kingdom
546771,22679,FRENCH BLUE METAL DOOR SIGN 4,3,16/03/2011 15:19,1.25,17515.0,United Kingdom
542906,22081,RIBBON REEL FLORA + FAUNA ,1,01/02/2011 15:12,3.29,,United Kingdom
572552,20659,ECONOMY LUGGAGE TAG,2,24/10/2011 17:07,2.46,14096.0,United Kingdom
574836,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,07/11/2011 11:32,11.95,17623.0,United Kingdom
564632,21519,GIN & TONIC DIET GREETING CARD ,12,26/08/2011 11:58,0.42,16556.0,United Kingdom
555835,23284,DOORMAT KEEP CALM AND COME IN,1,07/06/2011 12:34,7.95,14525.0,United Kingdom
580527,22231,JIGSAW TREE WITH BIRDHOUSE,2,04/12/2011 15:19,0.59,13736.0,United Kingdom
560360,23102,SILVER HEARTS TABLE DECORATION,12,18/07/2011 11:55,0.83,12744.0,Singapore
539453,85135C,RED DRAGONFLY HELICOPTER,3,17/12/2010 17:08,8.47,,United Kingdom
547386,84913A,SOFT PINK ROSE TOWEL ,1,22/03/2011 15:52,3.29,,United Kingdom
540565,22088,PAPER BUNTING COLOURED LACE,40,10/01/2011 10:44,2.55,16422.0,United Kingdom
545025,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1,25/02/2011 14:40,2.46,,United Kingdom
578022,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,22/11/2011 13:25,1.45,17371.0,United Kingdom
544970,84592,CROCHET ROSE PURSE WITH SUEDE BACK,6,25/02/2011 11:33,2.95,13362.0,United Kingdom
564050,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,22/08/2011 13:32,1.25,17160.0,United Kingdom
552731,16156L,WRAP CAROUSEL,25,11/05/2011 10:43,0.42,12372.0,Denmark
569667,20981,12 PENCILS TALL TUBE WOODLAND,12,05/10/2011 13:42,0.85,17521.0,United Kingdom
564670,21198,WHITE HEART CONFETTI IN TUBE,12,26/08/2011 15:44,1.65,12683.0,France
544098,22625,RED KITCHEN SCALES,12,16/02/2011 10:04,7.65,16019.0,United Kingdom
546569,23007, SPACEBOY BABY GIFT SET,12,15/03/2011 10:53,14.95,14016.0,EIRE
547649,22197,SMALL POPCORN HOLDER,10,24/03/2011 12:02,0.85,18118.0,United Kingdom
542344,21441,BLUE BIRDHOUSE DECORATION,1,27/01/2011 11:30,1.63,,United Kingdom
575844,22436,12 COLOURED PARTY BALLOONS,1,11/11/2011 12:04,0.65,,United Kingdom
544569,22698,PINK REGENCY TEACUP AND SAUCER,2,21/02/2011 12:58,2.95,16980.0,United Kingdom
557258,23039,T-LIGHT HOLDER SILVER HEART HANDLE,6,19/06/2011 10:35,1.95,12951.0,United Kingdom
558864,22189,CREAM HEART CARD HOLDER,4,04/07/2011 12:38,3.95,,EIRE
572549,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,24/10/2011 17:03,8.29,,United Kingdom
558053,22555,PLASTERS IN TIN STRONGMAN,12,24/06/2011 14:33,1.65,15027.0,United Kingdom
548162,22380,TOY TIDY SPACEBOY  ,2,29/03/2011 13:42,4.13,,United Kingdom
546993,85152,HAND OVER THE CHOCOLATE   SIGN ,1,18/03/2011 13:19,2.1,17921.0,United Kingdom
558540,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,30/06/2011 12:15,4.95,17706.0,United Kingdom
556542,22501,PICNIC BASKET WICKER LARGE,1,13/06/2011 12:52,9.95,14719.0,United Kingdom
563192,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,12/08/2011 16:10,4.15,16745.0,United Kingdom
540848,21868,POTTING SHED TEA MUG,1,12/01/2011 09:26,3.36,,United Kingdom
540154,22135,MINI LADLE LOVE HEART PINK,5,05/01/2011 11:30,0.43,,United Kingdom
545477,82581,TOILET METAL SIGN,2,03/03/2011 11:07,0.55,14573.0,United Kingdom
561369,22089,PAPER BUNTING VINTAGE PAISLEY,1,26/07/2011 16:21,5.79,,United Kingdom
C555598,22698,PINK REGENCY TEACUP AND SAUCER,-1,06/06/2011 10:57,2.95,15095.0,United Kingdom
577359,21175,GIN + TONIC DIET METAL SIGN,5,18/11/2011 16:07,2.55,14903.0,United Kingdom
565234,23176,ABC TREASURE BOOK BOX ,1,02/09/2011 09:38,4.58,,United Kingdom
540278,84378,SET OF 3 HEART COOKIE CUTTERS,3,06/01/2011 12:31,1.25,15719.0,United Kingdom
577008,23157,SET OF 6 NATIVITY MAGNETS ,3,17/11/2011 12:02,2.08,16869.0,United Kingdom
562032,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,02/08/2011 08:48,3.29,12347.0,Iceland
576639,22457,NATURAL SLATE HEART CHALKBOARD ,6,16/11/2011 09:43,2.95,13894.0,United Kingdom
538349,22777,GLASS CLOCHE LARGE,1,10/12/2010 14:59,16.98,,United Kingdom
562467,23322,LARGE WHITE HEART OF WICKER,6,05/08/2011 11:50,2.95,13513.0,United Kingdom
568411,22670,FRENCH WC SIGN BLUE METAL,1,27/09/2011 10:52,2.46,,United Kingdom
536637,22917,HERB MARKER ROSEMARY,1,02/12/2010 11:35,0.65,18041.0,United Kingdom
558484,23285,PINK VINTAGE SPOT BEAKER,16,30/06/2011 10:09,0.85,14267.0,United Kingdom
547967,22183,CAKE STAND VICTORIAN FILIGREE MED,1,28/03/2011 15:49,5.79,,United Kingdom
556237,85152,HAND OVER THE CHOCOLATE   SIGN ,1,09/06/2011 15:34,4.13,,United Kingdom
566607,23357,HOT WATER BOTTLE SEX BOMB,2,13/09/2011 16:40,4.95,13032.0,United Kingdom
570241,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,09/10/2011 15:24,1.25,14801.0,United Kingdom
567796,85099F,JUMBO BAG STRAWBERRY,1,22/09/2011 11:46,2.08,16395.0,United Kingdom
543345,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,07/02/2011 12:29,2.46,,United Kingdom
554514,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,24/05/2011 15:58,3.95,,United Kingdom
549953,20750,RED RETROSPOT MINI CASES,6,13/04/2011 13:15,7.95,12766.0,Portugal
580523,22865,HAND WARMER OWL DESIGN,4,04/12/2011 15:00,2.1,17827.0,United Kingdom
539075,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,15/12/2010 17:28,0.85,17189.0,United Kingdom
572553,16219,HOUSE SHAPE PENCIL SHARPENER,1,24/10/2011 17:09,0.83,,United Kingdom
558099,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,26/06/2011 13:45,0.29,17593.0,United Kingdom
547202,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,21/03/2011 13:38,2.95,17841.0,United Kingdom
537800,20727,LUNCH BAG  BLACK SKULL.,1,08/12/2010 13:08,1.65,12748.0,United Kingdom
575923,22383,LUNCH BAG SUKI DESIGN ,10,11/11/2011 17:11,1.65,17069.0,United Kingdom
576644,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,16/11/2011 10:01,3.29,,United Kingdom
