BalanceID,ClientID,ProductID,Month,Balance
59,10000024,5011,2023-01-31,1037716.569
60,10000024,5018,2023-01-31,389691
61,10000024,5017,2023-01-31,274755
62,10000025,5002,2023-01-31,38071.0477
63,10000025,5009,2023-01-31,331844
64,10000026,5005,2023-01-31,9480.4102
65,10000027,5001,2023-01-31,43651.4079
66,10000027,5014,2023-01-31,631484.601
67,10000027,5008,2023-01-31,368202.5615
68,10000027,5018,2023-01-31,428320
69,10000027,5017,2023-01-31,377446
70,10000028,5005,2023-01-31,7013.3
71,10000029,5002,2023-01-31,67708.3715
72,10000029,5006,2023-01-31,247561.314
73,10000029,5018,2023-01-31,675939
74,10000030,5003,2023-01-31,25925.4912
75,10000031,5003,2023-01-31,10352.1789
76,10000032,5001,2023-01-31,8829.7375
77,10000032,5021,2023-01-31,9578828.114
78,10000032,5009,2023-01-31,1666036.915
79,10000032,5015,2023-01-31,1716991.629
80,10000033,5002,2023-01-31,66261.5258
81,10000033,5017,2023-01-31,536309
82,10000033,5016,2023-01-31,20788
83,10000033,5011,2023-01-31,1437826.598
84,10000034,5004,2023-01-31,40157.2045
85,10000034,5018,2023-01-31,508623
86,10000034,5010,2023-01-31,2239420.498
87,10000034,5021,2023-01-31,7674812.312
88,10000035,5004,2023-01-31,43032.8157
89,10000035,5016,2023-01-31,429393
90,10000035,5020,2023-01-31,96153
91,10000035,5010,2023-01-31,4303010.258
92,10000036,5001,2023-01-31,14162.6205
93,10000036,5010,2023-01-31,69360.3682
94,10000036,5018,2023-01-31,273437
95,10000037,5001,2023-01-31,10409.364
96,10000037,5009,2023-01-31,837697.2496
97,10000038,5002,2023-01-31,77593.02
98,10000038,5020,2023-01-31,1469476
99,10000039,5002,2023-01-31,95498.48
100,10000039,5018,2023-01-31,1378166
101,10000039,5007,2023-01-31,839717.69
102,10000039,5015,2023-01-31,1466697.225
103,10000040,5003,2023-01-31,14773.6542
104,10000040,5007,2023-01-31,537095.704
105,10000041,5002,2023-01-31,79688.5175
106,10000041,5014,2023-01-31,128528.6472
107,10000041,5022,2023-01-31,2570699.117
108,10000041,5006,2023-01-31,169537.7265
109,10000042,5004,2023-01-31,21047.5257
110,10000042,5017,2023-01-31,559712
111,10000042,5011,2023-01-31,679364.3325
112,10000043,5005,2023-01-31,4338.3012
113,10000043,5015,2023-01-31,1119744.63
114,10000043,5012,2023-01-31,4210692.288
115,10000043,5007,2023-01-31,910397.829
116,10000044,5002,2023-01-31,48438.4641
117,10000044,5018,2023-01-31,1735576
118,10000044,5013,2023-01-31,4682861.132
119,10000044,5015,2023-01-31,2093977.903
120,10000045,5005,2023-01-31,2319.3357
121,10000045,5015,2023-01-31,893851.8505
122,10000046,5002,2023-01-31,26135.3184
123,10000046,5006,2023-01-31,327397.3927
124,10000046,5019,2023-01-31,884463
125,10000046,5018,2023-01-31,1259719
126,10000047,5005,2023-01-31,7033.3681
127,10000047,5009,2023-01-31,556757.136
128,10000047,5014,2023-01-31,383846.2039
129,10000048,5001,2023-01-31,40484.0754
130,10000048,5019,2023-01-31,724585
131,10000048,5016,2023-01-31,418427
132,10000048,5022,2023-01-31,1512952.188
133,10000001,5001,2023-02-28,47809.26108
134,10000001,5019,2023-02-28,569494
135,10000002,5001,2023-02-28,16721.62088
136,10000002,5008,2023-02-28,991625.2149
137,10000002,5022,2023-02-28,4787634.497
138,10000003,5002,2023-02-28,17926.25276
139,10000003,5015,2023-02-28,1771146.127
140,10000003,5018,2023-02-28,905876
141,10000003,5011,2023-02-28,1457481.619
142,10000003,5013,2023-02-28,1385161.167
143,10000004,5004,2023-02-28,7452.426567
144,10000004,5009,2023-02-28,757046.0233
145,10000004,5017,2023-02-28,470330
146,10000004,5009,2023-02-28,545728.1777
147,10000004,5012,2023-02-28,4888571.111
148,10000005,5001,2023-02-28,43763.38359
149,10000005,5013,2023-02-28,2197484.64
150,10000005,5021,2023-02-28,9348065.765
151,10000005,5008,2023-02-28,156586.3756
152,10000005,5016,2023-02-28,454556
153,10000006,5005,2023-02-28,13731.88228
154,10000006,5019,2023-02-28,243752
155,10000006,5007,2023-02-28,337378.2521
156,10000006,5018,2023-02-28,1528014
157,10000007,5005,2023-02-28,3864.342429
158,10000007,5019,2023-02-28,298463
159,10000008,5003,2023-02-28,1518.381226
160,10000008,5006,2023-02-28,97552.80946
161,10000008,5009,2023-02-28,780658.0505
162,10000009,5003,2023-02-28,11771.56751
163,10000009,5013,2023-02-28,1050999.017
164,10000009,5006,2023-02-28,306578.5128
165,10000010,5005,2023-02-28,16817.29287
166,10000011,5003,2023-02-28,17570.31109
167,10000011,5020,2023-02-28,834094
168,10000011,5015,2023-02-28,1153053.406
169,10000012,5002,2023-02-28,73920.04263
170,10000013,5004,2023-02-28,48367.54993
171,10000014,5004,2023-02-28,32505.88919
172,10000015,5005,2023-02-28,5312.810765
173,10000015,5021,2023-02-28,1545850.508
174,10000015,5014,2023-02-28,392760.2524
175,10000016,5004,2023-02-28,10235.00899
176,10000017,5005,2023-02-28,20406.80915
177,10000017,5010,2023-02-28,4864690.996
178,10000017,5011,2023-02-28,917755.3928
179,10000018,5002,2023-02-28,35759.11181
180,10000018,5018,2023-02-28,1354644
181,10000019,5004,2023-02-28,5187.134383
182,10000020,5003,2023-02-28,14537.79695
183,10000020,5012,2023-02-28,1100209.597
184,10000020,5019,2023-02-28,657523
185,10000020,5021,2023-02-28,4479691.393
186,10000021,5003,2023-02-28,23273.82412
187,10000022,5001,2023-02-28,31700.92355
188,10000023,5002,2023-02-28,5094.88925
189,10000023,5008,2023-02-28,984837.2723
190,10000024,5003,2023-02-28,19287.55672
191,10000024,5013,2023-02-28,4274819.216
192,10000024,5011,2023-02-28,1020801.789
193,10000024,5018,2023-02-28,389691
194,10000024,5017,2023-02-28,274755
195,10000025,5002,2023-02-28,38059.62639
196,10000025,5009,2023-02-28,332905.9008
197,10000026,5005,2023-02-28,9458.605257
198,10000027,5001,2023-02-28,43494.26283
199,10000027,5014,2023-02-28,609003.7492
200,10000027,5008,2023-02-28,369012.6071
201,10000027,5018,2023-02-28,428320
202,10000027,5017,2023-02-28,377446
203,10000028,5005,2023-02-28,7032.23591
204,10000029,5002,2023-02-28,68622.43452
205,10000029,5006,2023-02-28,247734.6069
206,10000029,5018,2023-02-28,675939
207,10000030,5003,2023-02-28,24836.62057
208,10000031,5003,2023-02-28,10561.29291
209,10000032,5001,2023-02-28,8759.982574
210,10000032,5021,2023-02-28,9563501.989
211,10000032,5009,2023-02-28,1666036.915
212,10000032,5015,2023-02-28,1716991.629
213,10000033,5002,2023-02-28,66592.83343
214,10000033,5017,2023-02-28,536309
215,10000033,5016,2023-02-28,20788
216,10000033,5011,2023-02-28,1475066.307
217,10000034,5004,2023-02-28,39795.78966
218,10000034,5018,2023-02-28,508623
219,10000034,5010,2023-02-28,2240092.324
220,10000034,5021,2023-02-28,7408496.325
221,10000035,5004,2023-02-28,42357.20049
222,10000035,5016,2023-02-28,429393
223,10000035,5020,2023-02-28,96153
224,10000035,5010,2023-02-28,4311185.977
225,10000036,5001,2023-02-28,13753.32077
226,10000036,5010,2023-02-28,69388.11235
227,10000036,5018,2023-02-28,273437
228,10000037,5001,2023-02-28,10356.27624
229,10000037,5009,2023-02-28,840712.9597
230,10000038,5002,2023-02-28,76219.62355
231,10000038,5020,2023-02-28,1469476
232,10000039,5002,2023-02-28,95918.67331
233,10000039,5018,2023-02-28,1378166
234,10000039,5007,2023-02-28,841733.0125
235,10000039,5015,2023-02-28,1466110.546
236,10000040,5003,2023-02-28,15255.27533
237,10000040,5007,2023-02-28,538331.0241
238,10000041,5002,2023-02-28,77744.11767
239,10000041,5014,2023-02-28,129364.0834
240,10000041,5022,2023-02-28,2562472.88
241,10000041,5006,2023-02-28,169707.2642
242,10000042,5004,2023-02-28,21409.54314
243,10000042,5017,2023-02-28,559712
244,10000042,5011,2023-02-28,684867.1836
245,10000043,5005,2023-02-28,4376.04442
246,10000043,5015,2023-02-28,1130718.127
247,10000043,5012,2023-02-28,4092371.835
248,10000043,5007,2023-02-28,912582.7838
249,10000044,5002,2023-02-28,48515.96564
250,10000044,5018,2023-02-28,1735576
251,10000044,5013,2023-02-28,4725943.455
252,10000044,5015,2023-02-28,2054611.118
253,10000045,5005,2023-02-28,2300.781014
254,10000045,5015,2023-02-28,891885.3764
255,10000046,5002,2023-02-28,25236.26345
256,10000046,5006,2023-02-28,327462.8722
257,10000046,5019,2023-02-28,884463
258,10000046,5018,2023-02-28,1259719
259,10000047,5005,2023-02-28,7309.07613
260,10000047,5009,2023-02-28,557146.866
261,10000047,5014,2023-02-28,377167.28
262,10000048,5001,2023-02-28,40480.02699
263,10000048,5019,2023-02-28,724585
264,10000048,5016,2023-02-28,418427
265,10000048,5022,2023-02-28,1510834.055
266,10000001,5001,2023-03-31,48741.54167
267,10000001,5019,2023-03-31,569494
268,10000002,5001,2023-03-31,17271.7622
269,10000002,5008,2023-03-31,993310.9778
270,10000002,5022,2023-03-31,4779974.282
271,10000003,5002,2023-03-31,18265.05893
272,10000003,5015,2023-03-31,1700300.282
273,10000003,5018,2023-03-31,905876
274,10000003,5011,2023-03-31,1519424.587
275,10000003,5013,2023-03-31,1427408.583
276,10000004,5004,2023-03-31,7309.339977
277,10000004,5009,2023-03-31,758030.1831
278,10000004,5017,2023-03-31,470330
279,10000004,5009,2023-03-31,546055.6146
280,10000004,5012,2023-03-31,4855817.685
281,10000005,5001,2023-03-31,42901.24494
282,10000005,5013,2023-03-31,2211548.542
283,10000005,5021,2023-03-31,9326565.214
284,10000005,5008,2023-03-31,156774.2792
285,10000005,5016,2023-03-31,454556
286,10000006,5005,2023-03-31,13948.84602
287,10000006,5019,2023-03-31,243752
288,10000006,5007,2023-03-31,337513.2034
289,10000006,5018,2023-03-31,1528014
290,10000007,5005,2023-03-31,3892.552129
291,10000007,5019,2023-03-31,298463
292,10000008,5003,2023-03-31,1507.904395
293,10000008,5006,2023-03-31,97660.11755
294,10000008,5009,2023-03-31,781516.7743
295,10000009,5003,2023-03-31,11859.85427
296,10000009,5013,2023-03-31,1053311.215
297,10000009,5006,2023-03-31,306762.4599
298,10000010,5005,2023-03-31,16995.55618
299,10000011,5003,2023-03-31,17737.22904
300,10000011,5020,2023-03-31,834094
301,10000011,5015,2023-03-31,1118692.414
302,10000012,5002,2023-03-31,73920.04263
303,10000013,5004,2023-03-31,49334.90093
304,10000014,5004,2023-03-31,32990.22694
305,10000015,5005,2023-03-31,5195.928928
306,10000015,5021,2023-03-31,1542449.637
307,10000015,5014,2023-03-31,389343.2382
308,10000016,5004,2023-03-31,10133.6824
309,10000017,5005,2023-03-31,21080.23385
310,10000017,5010,2023-03-31,4876852.724
311,10000017,5011,2023-03-31,904539.7151
312,10000018,5002,2023-03-31,35530.25349
313,10000018,5018,2023-03-31,1354644
314,10000019,5004,2023-03-31,5352.085257
315,10000020,5003,2023-03-31,14303.73842
316,10000020,5012,2023-03-31,1109231.315
317,10000020,5019,2023-03-31,657523
318,10000020,5021,2023-03-31,4636480.592
319,10000021,5003,2023-03-31,24223.39615
320,10000022,5001,2023-03-31,31428.2956
321,10000023,5002,2023-03-31,5165.198722
322,10000023,5008,2023-03-31,986413.0119
323,10000024,5003,2023-03-31,19115.89746
324,10000024,5013,2023-03-31,4282513.89
325,10000024,5011,2023-03-31,980173.8774
326,10000024,5018,2023-03-31,389691
327,10000024,5017,2023-03-31,274755
328,10000025,5002,2023-03-31,37115.74765
329,10000025,5009,2023-03-31,333272.0973
330,10000026,5005,2023-03-31,9216.464962
331,10000027,5001,2023-03-31,43259.39381
332,10000027,5014,2023-03-31,589576.5296
333,10000027,5008,2023-03-31,369529.2248
334,10000027,5018,2023-03-31,428320
335,10000027,5017,2023-03-31,377446
336,10000028,5005,2023-03-31,7084.274456
337,10000029,5002,2023-03-31,71188.91357
338,10000029,5006,2023-03-31,247784.1538
339,10000029,5018,2023-03-31,675939
340,10000030,5003,2023-03-31,24665.24789
341,10000031,5003,2023-03-31,10569.74195
342,10000032,5001,2023-03-31,8707.422678
343,10000032,5021,2023-03-31,9555851.188
344,10000032,5009,2023-03-31,1668535.971
345,10000032,5015,2023-03-31,1710810.459
346,10000033,5002,2023-03-31,68497.38847
347,10000033,5017,2023-03-31,536309
348,10000033,5016,2023-03-31,20788
349,10000033,5011,2023-03-31,1483769.199
350,10000034,5004,2023-03-31,39560.9945
351,10000034,5018,2023-03-31,508623
352,10000034,5010,2023-03-31,2243676.472
353,10000034,5021,2023-03-31,7131418.563
354,10000035,5004,2023-03-31,41001.77008
355,10000035,5016,2023-03-31,429393
356,10000035,5020,2023-03-31,96153
357,10000035,5010,2023-03-31,4314203.808
358,10000036,5001,2023-03-31,13570.4016
359,10000036,5010,2023-03-31,69388.11235
360,10000036,5018,2023-03-31,273437
361,10000037,5001,2023-03-31,10556.15238
362,10000037,5009,2023-03-31,843487.3125
363,10000038,5002,2023-03-31,75061.08527
364,10000038,5020,2023-03-31,1469476
365,10000039,5002,2023-03-31,96781.94137
366,10000039,5018,2023-03-31,1378166
367,10000039,5007,2023-03-31,841901.3591
368,10000039,5015,2023-03-31,1446318.054
369,10000040,5003,2023-03-31,15578.68716
370,10000040,5007,2023-03-31,538492.5234
371,10000041,5002,2023-03-31,77378.72032
372,10000041,5014,2023-03-31,129428.7654
373,10000041,5022,2023-03-31,2560679.149
374,10000041,5006,2023-03-31,169826.0593
375,10000042,5004,2023-03-31,21880.55309
376,10000042,5017,2023-03-31,559712
377,10000042,5011,2023-03-31,705687.146
378,10000043,5005,2023-03-31,4387.422136
379,10000043,5015,2023-03-31,1134336.425
380,10000043,5012,2023-03-31,4080913.194
381,10000043,5007,2023-03-31,914864.2407
382,10000044,5002,2023-03-31,48656.66194
383,10000044,5018,2023-03-31,1735576
384,10000044,5013,2023-03-31,4773202.889
385,10000044,5015,2023-03-31,2031188.551
386,10000045,5005,2023-03-31,2281.684532
387,10000045,5015,2023-03-31,890012.4171
388,10000046,5002,2023-03-31,24549.83708
389,10000046,5006,2023-03-31,327790.3351
390,10000046,5019,2023-03-31,884463
391,10000046,5018,2023-03-31,1259719
392,10000047,5005,2023-03-31,7553.93018
393,10000047,5009,2023-03-31,558539.7332
394,10000047,5014,2023-03-31,376073.4948
395,10000048,5001,2023-03-31,40475.97899
396,10000048,5019,2023-03-31,724585
397,10000048,5016,2023-03-31,418427
398,10000048,5022,2023-03-31,1504790.719
399,10000001,5001,2023-04-30,49545.77711
400,10000001,5019,2023-04-30,569494
401,10000002,5001,2023-04-30,17974.72292
402,10000002,5008,2023-04-30,995794.2552
403,10000002,5022,2023-04-30,4755118.416
404,10000003,5002,2023-04-30,18513.46374
405,10000003,5015,2023-04-30,1683467.309
406,10000003,5018,2023-04-30,905876
407,10000003,5011,2023-04-30,1575947.182
408,10000003,5013,2023-04-30,1491784.71
409,10000004,5004,2023-04-30,7266.214871
410,10000004,5009,2023-04-30,759318.8344
411,10000004,5017,2023-04-30,470330
412,10000004,5009,2023-04-30,546383.248
413,10000004,5012,2023-04-30,4952448.457
414,10000005,5001,2023-04-30,41875.90518
415,10000005,5013,2023-04-30,2264846.862
416,10000005,5021,2023-04-30,9290191.61
417,10000005,5008,2023-04-30,156978.0858
418,10000005,5016,2023-04-30,454556
419,10000006,5005,2023-04-30,14072.99075
420,10000006,5019,2023-04-30,243752
421,10000006,5007,2023-04-30,337816.9652
422,10000006,5018,2023-04-30,1528014
423,10000007,5005,2023-04-30,3905.397551
424,10000007,5019,2023-04-30,298463
425,10000008,5003,2023-04-30,1493.880885
426,10000008,5006,2023-04-30,97699.1816
427,10000008,5009,2023-04-30,781829.381
428,10000009,5003,2023-04-30,11895.43383
429,10000009,5013,2023-04-30,1054048.533
430,10000009,5006,2023-04-30,306885.1649
431,10000010,5005,2023-04-30,17308.27441
432,10000011,5003,2023-04-30,17825.91519
433,10000011,5020,2023-04-30,834094
434,10000011,5015,2023-04-30,1098108.474
435,10000012,5002,2023-04-30,73092.13815
436,10000013,5004,2023-04-30,50237.72962
437,10000014,5004,2023-04-30,33396.00673
438,10000015,5005,2023-04-30,5120.587959
439,10000015,5021,2023-04-30,1540752.942
440,10000015,5014,2023-04-30,388175.2085
441,10000016,5004,2023-04-30,10007.01137
442,10000017,5005,2023-04-30,21470.21818
443,10000017,5010,2023-04-30,4896847.82
444,10000017,5011,2023-04-30,890609.8035
445,10000018,5002,2023-04-30,35395.23853
446,10000018,5018,2023-04-30,1354644
447,10000019,5004,2023-04-30,5549.577203
448,10000020,5003,2023-04-30,14262.25757
449,10000020,5012,2023-04-30,1113224.548
450,10000020,5019,2023-04-30,657523
451,10000020,5021,2023-04-30,4702318.616
452,10000021,5003,2023-04-30,24606.12581
453,10000022,5001,2023-04-30,31189.44056
454,10000023,5002,2023-04-30,5305.692127
455,10000023,5008,2023-04-30,989076.3271
456,10000024,5003,2023-04-30,19005.02526
457,10000024,5013,2023-04-30,4303498.208
458,10000024,5011,2023-04-30,1012813.668
459,10000024,5018,2023-04-30,389691
460,10000024,5017,2023-04-30,274755
461,10000025,5002,2023-04-30,36440.24104
462,10000025,5009,2023-04-30,333272.0973
463,10000026,5005,2023-04-30,8951.952418
464,10000027,5001,2023-04-30,43185.85284
465,10000027,5014,2023-04-30,594057.3112
466,10000027,5008,2023-04-30,370009.6128
467,10000027,5018,2023-04-30,428320
468,10000027,5017,2023-04-30,377446
469,10000028,5005,2023-04-30,7115.445263
470,10000029,5002,2023-04-30,71374.00474
471,10000029,5006,2023-04-30,248131.0517
472,10000029,5018,2023-04-30,675939
473,10000030,5003,2023-04-30,24302.66874
474,10000031,5003,2023-04-30,10785.36468
475,10000032,5001,2023-04-30,8634.280328
476,10000032,5021,2023-04-30,9542472.996
477,10000032,5009,2023-04-30,1670371.36
478,10000032,5015,2023-04-30,1697808.299
479,10000033,5002,2023-04-30,70223.52265
480,10000033,5017,2023-04-30,536309
481,10000033,5016,2023-04-30,20788
482,10000033,5011,2023-04-30,1515670.236
483,10000034,5004,2023-04-30,41475.74663
484,10000034,5018,2023-04-30,508623
485,10000034,5010,2023-04-30,2247939.457
486,10000034,5021,2023-04-30,6912484.013
487,10000035,5004,2023-04-30,39632.31096
488,10000035,5016,2023-04-30,429393
489,10000035,5020,2023-04-30,96153
490,10000035,5010,2023-04-30,4317223.75
491,10000036,5001,2023-04-30,13168.71771
492,10000036,5010,2023-04-30,69603.2155
493,10000036,5018,2023-04-30,273437
494,10000037,5001,2023-04-30,10370.36409
495,10000037,5009,2023-04-30,844921.2409
496,10000038,5002,2023-04-30,72216.27014
497,10000038,5020,2023-04-30,1469476
498,10000039,5002,2023-04-30,97333.59844
499,10000039,5018,2023-04-30,1378166
500,10000039,5007,2023-04-30,843080.021
501,10000039,5015,2023-04-30,1424623.283
502,10000040,5003,2023-04-30,15929.20763
503,10000040,5007,2023-04-30,538492.5234
504,10000041,5002,2023-04-30,76419.22419
505,10000041,5014,2023-04-30,129532.3085
506,10000041,5022,2023-04-30,2559654.877
507,10000041,5006,2023-04-30,169995.8854
508,10000042,5004,2023-04-30,22057.78557
509,10000042,5017,2023-04-30,559712
510,10000042,5011,2023-04-30,732644.395
511,10000043,5005,2023-04-30,4395.758238
512,10000043,5015,2023-04-30,1135130.461
513,10000043,5012,2023-04-30,4004192.026
514,10000043,5007,2023-04-30,916236.5371
515,10000044,5002,2023-04-30,48608.00528
516,10000044,5018,2023-04-30,1735576
517,10000044,5013,2023-04-30,4787045.178
518,10000044,5015,2023-04-30,2019813.895
519,10000045,5005,2023-04-30,2251.794465
520,10000045,5015,2023-04-30,881468.2979
521,10000046,5002,2023-04-30,23639.03813
522,10000046,5006,2023-04-30,328052.5673
523,10000046,5019,2023-04-30,884463
524,10000046,5018,2023-04-30,1259719
525,10000047,5005,2023-04-30,7789.612801
526,10000047,5009,2023-04-30,558763.1491
527,10000047,5014,2023-04-30,371974.2937
528,10000048,5001,2023-04-30,39553.12667
529,10000048,5019,2023-04-30,724585
530,10000048,5016,2023-04-30,418427
531,10000048,5022,2023-04-30,1499975.388
532,10000001,5001,2023-05-31,50402.91905
533,10000001,5019,2023-05-31,569494
534,10000002,5001,2023-05-31,18742.24359
535,10000002,5008,2023-05-31,997985.0026
536,10000002,5022,2023-05-31,4744657.155
537,10000003,5002,2023-05-31,19042.9488
538,10000003,5015,2023-05-31,1712927.987
539,10000003,5018,2023-05-31,905876
540,10000003,5011,2023-05-31,1616921.809
541,10000003,5013,2023-05-31,1523708.903
542,10000004,5004,2023-05-31,7124.523681
543,10000004,5009,2023-05-31,760609.6765
544,10000004,5017,2023-05-31,470330
545,10000004,5009,2023-05-31,548240.9511
546,10000004,5012,2023-05-31,5038125.815
547,10000005,5001,2023-05-31,40686.62947
548,10000005,5013,2023-05-31,2289307.208
549,10000005,5021,2023-05-31,9227018.307
550,10000005,5008,2023-05-31,157464.7179
551,10000005,5016,2023-05-31,454556
552,10000006,5005,2023-05-31,14341.78487
553,10000006,5019,2023-05-31,243752
554,10000006,5007,2023-05-31,338188.5639
555,10000006,5018,2023-05-31,1528014
556,10000007,5005,2023-05-31,3978.037945
557,10000007,5019,2023-05-31,298463
558,10000008,5003,2023-05-31,1474.460433
559,10000008,5006,2023-05-31,97728.49136
560,10000008,5009,2023-05-31,782611.2104
561,10000009,5003,2023-05-31,11965.61689
562,10000009,5013,2023-05-31,1058686.347
563,10000009,5006,2023-05-31,306915.8534
564,10000010,5005,2023-05-31,17605.97673
565,10000011,5003,2023-05-31,17947.13141
566,10000011,5020,2023-05-31,834094
567,10000011,5015,2023-05-31,1088774.552
568,10000012,5002,2023-05-31,70950.5385
569,10000013,5004,2023-05-31,51378.12608
570,10000014,5004,2023-05-31,33619.75997
571,10000015,5005,2023-05-31,5065.285609
572,10000015,5021,2023-05-31,1538441.813
573,10000015,5014,2023-05-31,380916.3321
574,10000016,5004,2023-05-31,9622.742134
575,10000017,5005,2023-05-31,22225.96986
576,10000017,5010,2023-05-31,4913986.787
577,10000017,5011,2023-05-31,890431.6815
578,10000018,5002,2023-05-31,35094.379
579,10000018,5018,2023-05-31,1354644
580,10000019,5004,2023-05-31,5590.644074
581,10000020,5003,2023-05-31,14210.91345
582,10000020,5012,2023-05-31,1114783.063
583,10000020,5019,2023-05-31,657523
584,10000020,5021,2023-05-31,4840566.783
585,10000021,5003,2023-05-31,24898.9387
586,10000022,5001,2023-05-31,31005.42286
587,10000023,5002,2023-05-31,5557.181934
588,10000023,5008,2023-05-31,990065.4034
589,10000024,5003,2023-05-31,18862.48757
590,10000024,5013,2023-05-31,4352558.088
591,10000024,5011,2023-05-31,1011193.166
592,10000024,5018,2023-05-31,389691
593,10000024,5017,2023-05-31,274755
594,10000025,5002,2023-05-31,35733.30037
595,10000025,5009,2023-05-31,334038.6231
596,10000026,5005,2023-05-31,8929.572537
597,10000027,5001,2023-05-31,42935.3749
598,10000027,5014,2023-05-31,593225.631
599,10000027,5008,2023-05-31,370379.6224
600,10000027,5018,2023-05-31,428320
601,10000027,5017,2023-05-31,377446
602,10000028,5005,2023-05-31,7141.060866
603,10000029,5002,2023-05-31,71374.00474
604,10000029,5006,2023-05-31,248205.491
605,10000029,5018,2023-05-31,675939
606,10000030,5003,2023-05-31,23170.16438
607,10000031,5003,2023-05-31,10997.83637
608,10000032,5001,2023-05-31,8598.879778
609,10000032,5021,2023-05-31,9511937.083
610,10000032,5009,2023-05-31,1674714.326
611,10000032,5015,2023-05-31,1663173.01
612,10000033,5002,2023-05-31,72800.72594
613,10000033,5017,2023-05-31,536309
614,10000033,5016,2023-05-31,20788
615,10000033,5011,2023-05-31,1551136.92
616,10000034,5004,2023-05-31,39663.25651
617,10000034,5018,2023-05-31,508623
618,10000034,5010,2023-05-31,2254908.069
619,10000034,5021,2023-05-31,6709256.983
620,10000035,5004,2023-05-31,37844.89373
621,10000035,5016,2023-05-31,429393
622,10000035,5020,2023-05-31,96153
623,10000035,5010,2023-05-31,4326289.92
624,10000036,5001,2023-05-31,13167.40084
625,10000036,5010,2023-05-31,69818.98546
626,10000036,5018,2023-05-31,273437
627,10000037,5001,2023-05-31,10245.91972
628,10000037,5009,2023-05-31,847624.9889
629,10000038,5002,2023-05-31,71660.20486
630,10000038,5020,2023-05-31,1469476
631,10000039,5002,2023-05-31,100204.9396
632,10000039,5018,2023-05-31,1378166
633,10000039,5007,2023-05-31,843670.177
634,10000039,5015,2023-05-31,1412656.448
635,10000040,5003,2023-05-31,16701.77419
636,10000040,5007,2023-05-31,539731.0562
637,10000041,5002,2023-05-31,76235.81805
638,10000041,5014,2023-05-31,129856.1392
639,10000041,5022,2023-05-31,2553767.671
640,10000041,5006,2023-05-31,170148.8817
641,10000042,5004,2023-05-31,22673.19779
642,10000042,5017,2023-05-31,559712
643,10000042,5011,2023-05-31,709346.3032
644,10000043,5005,2023-05-31,4438.836669
645,10000043,5015,2023-05-31,1124573.747
646,10000043,5012,2023-05-31,3908892.256
647,10000043,5007,2023-05-31,916969.5263
648,10000044,5002,2023-05-31,48486.48527
649,10000044,5018,2023-05-31,1735576
650,10000044,5013,2023-05-31,4827735.062
651,10000044,5015,2023-05-31,1994364.24
652,10000045,5005,2023-05-31,2222.521137
